ID,BID,ASK,DATE
EURJPY,136.999,137.009,20140814205639,
AUDJPY,95.425,95.434,20140814205639,
GBPJPY,170.865,170.883,20140814205639,
NZDJPY,87.055,87.073,20140814205639,
CADJPY,94.014,94.038,20140814205639,
CHFJPY,113.013,113.037,20140814205639,
ZARJPY,9.674,9.693,20140814205639,
CNHJPY,16.638,16.668,20140814205639,
EURUSD,1.3373,1.33738,20140814205639,
GBPUSD,1.66776,1.66801,20140814205639,
AUDUSD,0.93137,0.93155,20140814205639,
NZDUSD,0.84956,0.84986,20140814205639,
HKDJPY,13.202,13.232,20140814205639,
EURGBP,0.8017,0.80188,20140814205639,
EURAUD,1.43561,1.43584,20140814205639,
USDCHF,0.90633,0.90651,20140814205639,
EURCHF,1.21208,1.21226,20140814205639,
GBPCHF,1.51169,1.51199,20140814205639,
AUDCHF,0.84412,0.84442,20140814205639,
CADCHF,0.8316,0.8322,20140814205639,
USDHKD,7.75097,7.75127,20140814205639,
USDJPY,102.445,102.449,20140814205745,
EURJPY,137.008,137.018,20140814205745,
AUDJPY,95.426,95.435,20140814205745,
GBPJPY,170.87,170.888,20140814205745,
NZDJPY,87.056,87.074,20140814205745,
CADJPY,94.011,94.035,20140814205745,
CHFJPY,113.019,113.043,20140814205745,
ZARJPY,9.674,9.693,20140814205745,
CNHJPY,16.638,16.668,20140814205745,
EURUSD,1.33731,1.33739,20140814205745,
GBPUSD,1.66786,1.66811,20140814205745,
AUDUSD,0.93137,0.93155,20140814205745,
NZDUSD,0.84958,0.84988,20140814205745,
HKDJPY,13.202,13.232,20140814205745,
EURGBP,0.80171,0.80189,20140814205745,
EURAUD,1.43566,1.43589,20140814205745,
USDCHF,0.90628,0.90646,20140814205745,
EURCHF,1.21206,1.21224,20140814205745,
GBPCHF,1.51167,1.51197,20140814205745,
AUDCHF,0.84407,0.84437,20140814205745,
CADCHF,0.83153,0.83213,20140814205745,
USDHKD,7.75097,7.75127,20140814205745,
USDJPY,102.445,102.449,20140814205853,
EURJPY,137.013,137.023,20140814205853,
AUDJPY,95.422,95.431,20140814205853,
GBPJPY,170.873,170.891,20140814205853,
NZDJPY,87.053,87.071,20140814205853,
CADJPY,94.01,94.034,20140814205853,
CHFJPY,113.013,113.037,20140814205853,
ZARJPY,9.674,9.693,20140814205853,
CNHJPY,16.638,16.668,20140814205853,
EURUSD,1.33735,1.33743,20140814205853,
GBPUSD,1.6679,1.66815,20140814205853,
AUDUSD,0.93135,0.93153,20140814205853,
NZDUSD,0.84956,0.84986,20140814205853,
HKDJPY,13.202,13.232,20140814205853,
EURGBP,0.80172,0.8019,20140814205853,
EURAUD,1.43574,1.43597,20140814205853,
USDCHF,0.90633,0.90651,20140814205853,
GBPCHF,1.51175,1.51205,20140814205853,
EURCHF,1.21215,1.21233,20140814205853,
AUDCHF,0.84412,0.84442,20140814205853,
CADCHF,0.83157,0.83217,20140814205853,
USDHKD,7.75097,7.75127,20140814205853,
USDJPY,102.445,102.449,20140814210000,
EURJPY,137.019,137.029,20140814210000,
AUDJPY,95.422,95.431,20140814210000,
GBPJPY,170.874,170.892,20140814210000,
NZDJPY,87.058,87.076,20140814210000,
CADJPY,94.01,94.034,20140814210000,
CHFJPY,113.01,113.034,20140814210000,
ZARJPY,9.674,9.693,20140814210000,
CNHJPY,16.638,16.668,20140814210000,
EURUSD,1.33741,1.33749,20140814210000,
GBPUSD,1.6679,1.66815,20140814210000,
AUDUSD,0.93137,0.93155,20140814210000,
NZDUSD,0.84959,0.84989,20140814210000,
HKDJPY,13.202,13.232,20140814210000,
EURGBP,0.80174,0.80192,20140814210000,
EURAUD,1.43578,1.43601,20140814210000,
USDCHF,0.90635,0.90653,20140814210000,
EURCHF,1.21225,1.21243,20140814210000,
GBPCHF,1.51179,1.51209,20140814210000,
AUDCHF,0.84413,0.84443,20140814210000,
CADCHF,0.8316,0.8322,20140814210000,
USDHKD,7.75097,7.75127,20140814210000,
USDJPY,102.448,102.452,20140814210109,
EURJPY,137.015,137.025,20140814210109,
AUDJPY,95.426,95.435,20140814210109,
GBPJPY,170.876,170.894,20140814210109,
NZDJPY,87.057,87.075,20140814210109,
CADJPY,94.005,94.029,20140814210109,
CHFJPY,113.006,113.03,20140814210109,
ZARJPY,9.675,9.694,20140814210109,
CNHJPY,16.638,16.668,20140814210109,
EURUSD,1.33733,1.33741,20140814210109,
GBPUSD,1.66787,1.66812,20140814210109,
AUDUSD,0.93136,0.93154,20140814210109,
NZDUSD,0.84957,0.84987,20140814210109,
HKDJPY,13.202,13.232,20140814210109,
EURGBP,0.80172,0.8019,20140814210109,
EURAUD,1.43572,1.43595,20140814210109,
USDCHF,0.9064,0.90658,20140814210109,
EURCHF,1.21225,1.21243,20140814210109,
GBPCHF,1.51188,1.51218,20140814210109,
AUDCHF,0.84418,0.84448,20140814210109,
CADCHF,0.83157,0.83217,20140814210109,
USDHKD,7.75097,7.75127,20140814210109,
USDJPY,102.442,102.446,20140814210216,
EURJPY,137.011,137.021,20140814210216,
GBPJPY,170.867,170.885,20140814210216,
NZDJPY,87.062,87.08,20140814210216,
AUDJPY,95.42,95.429,20140814210216,
CADJPY,94,94.024,20140814210216,
CHFJPY,113.004,113.028,20140814210216,
ZARJPY,9.672,9.691,20140814210216,
CNHJPY,16.638,16.668,20140814210216,
EURUSD,1.33744,1.33752,20140814210216,
GBPUSD,1.66787,1.66812,20140814210216,
AUDUSD,0.93137,0.93155,20140814210216,
NZDUSD,0.84965,0.84995,20140814210216,
HKDJPY,13.201,13.231,20140814210216,
EURGBP,0.80174,0.80192,20140814210216,
EURAUD,1.43576,1.43599,20140814210216,
USDCHF,0.90636,0.90654,20140814210216,
EURCHF,1.21225,1.21243,20140814210216,
GBPCHF,1.51182,1.51212,20140814210216,
AUDCHF,0.84417,0.84447,20140814210216,
CADCHF,0.83154,0.83214,20140814210216,
USDHKD,7.75097,7.75127,20140814210216,
USDJPY,102.438,102.442,20140814210323,
EURJPY,137.009,137.019,20140814210323,
AUDJPY,95.427,95.436,20140814210323,
GBPJPY,170.863,170.881,20140814210323,
ZARJPY,9.674,9.693,20140814210323,
CNHJPY,16.637,16.667,20140814210323,
EURUSD,1.33742,1.3375,20140814210323,
GBPUSD,1.66789,1.66814,20140814210323,
AUDUSD,0.93147,0.93165,20140814210323,
NZDUSD,0.84984,0.85014,20140814210323,
HKDJPY,13.201,13.231,20140814210323,
EURGBP,0.80175,0.80193,20140814210323,
EURAUD,1.43563,1.43586,20140814210323,
USDCHF,0.90633,0.90651,20140814210323,
EURCHF,1.21224,1.21242,20140814210323,
GBPCHF,1.51182,1.51212,20140814210323,
AUDCHF,0.84427,0.84457,20140814210323,
CADCHF,0.83161,0.83221,20140814210323,
USDHKD,7.75097,7.75127,20140814210323,
NZDJPY,87.079,87.097,20140814210323,
CADJPY,94.008,94.032,20140814210323,
CHFJPY,113.003,113.027,20140814210323,
USDJPY,102.429,102.433,20140814210430,
EURJPY,136.99,137,20140814210430,
CADJPY,94.006,94.03,20140814210430,
CHFJPY,112.989,113.013,20140814210430,
ZARJPY,9.673,9.692,20140814210430,
CNHJPY,16.635,16.665,20140814210430,
EURUSD,1.33737,1.33745,20140814210430,
GBPUSD,1.6679,1.66815,20140814210430,
AUDUSD,0.93157,0.93175,20140814210430,
NZDUSD,0.85001,0.85031,20140814210430,
HKDJPY,13.2,13.23,20140814210430,
EURGBP,0.80169,0.80187,20140814210430,
EURAUD,1.43537,1.4356,20140814210430,
USDCHF,0.90635,0.90653,20140814210430,
EURCHF,1.21219,1.21237,20140814210430,
GBPCHF,1.51186,1.51216,20140814210430,
AUDCHF,0.8444,0.8447,20140814210430,
CADCHF,0.83169,0.83229,20140814210430,
USDHKD,7.75097,7.75127,20140814210430,
AUDJPY,95.43,95.439,20140814210430,
GBPJPY,170.847,170.865,20140814210430,
NZDJPY,87.088,87.106,20140814210430,
USDJPY,102.428,102.432,20140814210536,
EURJPY,136.999,137.009,20140814210536,
AUDJPY,95.424,95.433,20140814210536,
GBPJPY,170.846,170.864,20140814210536,
NZDJPY,87.088,87.106,20140814210536,
CADJPY,94,94.024,20140814210536,
CHFJPY,112.998,113.022,20140814210536,
ZARJPY,9.675,9.694,20140814210536,
CNHJPY,16.635,16.665,20140814210536,
EURUSD,1.33742,1.3375,20140814210536,
GBPUSD,1.66787,1.66812,20140814210536,
AUDUSD,0.93158,0.93176,20140814210536,
NZDUSD,0.85003,0.85033,20140814210536,
HKDJPY,13.2,13.23,20140814210536,
EURGBP,0.80175,0.80193,20140814210536,
EURAUD,1.43546,1.43569,20140814210536,
USDCHF,0.90629,0.90647,20140814210536,
EURCHF,1.21218,1.21236,20140814210536,
GBPCHF,1.51172,1.51202,20140814210536,
AUDCHF,0.84432,0.84462,20140814210536,
CADCHF,0.83159,0.83219,20140814210536,
USDHKD,7.75097,7.75127,20140814210536,
USDJPY,102.429,102.433,20140814210641,
EURJPY,136.991,137.001,20140814210641,
AUDJPY,95.426,95.435,20140814210641,
GBPJPY,170.847,170.865,20140814210641,
NZDJPY,87.096,87.114,20140814210641,
CADJPY,94.011,94.035,20140814210641,
CHFJPY,112.997,113.021,20140814210641,
ZARJPY,9.678,9.697,20140814210641,
CNHJPY,16.635,16.665,20140814210641,
EURUSD,1.33733,1.33741,20140814210641,
GBPUSD,1.66789,1.66814,20140814210641,
AUDUSD,0.93158,0.93176,20140814210641,
NZDUSD,0.85007,0.85037,20140814210641,
HKDJPY,13.2,13.23,20140814210641,
EURGBP,0.8017,0.80188,20140814210641,
EURAUD,1.43537,1.4356,20140814210641,
USDCHF,0.9063,0.90648,20140814210641,
EURCHF,1.21213,1.21231,20140814210641,
GBPCHF,1.51175,1.51205,20140814210641,
AUDCHF,0.84435,0.84465,20140814210641,
CADCHF,0.83167,0.83227,20140814210641,
USDHKD,7.75097,7.75127,20140814210641,
USDJPY,102.429,102.433,20140814210747,
EURJPY,136.989,136.999,20140814210747,
AUDJPY,95.426,95.435,20140814210747,
GBPJPY,170.84,170.858,20140814210747,
NZDJPY,87.096,87.114,20140814210747,
CADJPY,94.007,94.031,20140814210747,
CHFJPY,112.989,113.013,20140814210747,
ZARJPY,9.679,9.698,20140814210747,
CNHJPY,16.634,16.664,20140814210747,
EURUSD,1.33736,1.33744,20140814210747,
GBPUSD,1.66781,1.66806,20140814210747,
AUDUSD,0.93158,0.93176,20140814210747,
NZDUSD,0.85008,0.85038,20140814210747,
HKDJPY,13.2,13.23,20140814210747,
EURGBP,0.80171,0.80189,20140814210747,
EURAUD,1.43533,1.43556,20140814210747,
USDCHF,0.90636,0.90654,20140814210747,
EURCHF,1.21218,1.21236,20140814210747,
GBPCHF,1.51178,1.51208,20140814210747,
AUDCHF,0.8444,0.8447,20140814210747,
CADCHF,0.8317,0.8323,20140814210747,
USDHKD,7.75097,7.75127,20140814210747,
USDJPY,102.433,102.437,20140814210854,
NZDJPY,87.086,87.104,20140814210854,
CADJPY,94.004,94.028,20140814210854,
CHFJPY,112.982,113.006,20140814210854,
ZARJPY,9.68,9.699,20140814210854,
CNHJPY,16.635,16.665,20140814210854,
EURUSD,1.33721,1.33729,20140814210854,
GBPUSD,1.66788,1.66813,20140814210854,
AUDUSD,0.93148,0.93166,20140814210854,
NZDUSD,0.84996,0.85026,20140814210854,
HKDJPY,13.2,13.23,20140814210854,
EURGBP,0.80161,0.80179,20140814210854,
EURAUD,1.43532,1.43555,20140814210854,
USDCHF,0.90646,0.90664,20140814210854,
EURCHF,1.21218,1.21236,20140814210854,
GBPCHF,1.51197,1.51227,20140814210854,
AUDCHF,0.8444,0.8447,20140814210854,
CADCHF,0.83172,0.83232,20140814210854,
EURJPY,136.98,136.99,20140814210854,
USDHKD,7.75097,7.75127,20140814210854,
AUDJPY,95.42,95.429,20140814210854,
GBPJPY,170.852,170.87,20140814210854,
USDJPY,102.428,102.432,20140814210959,
EURJPY,136.977,136.987,20140814210959,
AUDJPY,95.416,95.425,20140814210959,
GBPJPY,170.849,170.867,20140814210959,
NZDJPY,87.08,87.098,20140814210959,
CADJPY,94,94.024,20140814210959,
CHFJPY,112.974,112.998,20140814210959,
ZARJPY,9.679,9.698,20140814210959,
CNHJPY,16.636,16.666,20140814210959,
EURUSD,1.33728,1.33736,20140814210959,
GBPUSD,1.66791,1.66816,20140814210959,
AUDUSD,0.93148,0.93166,20140814210959,
NZDUSD,0.84995,0.85025,20140814210959,
HKDJPY,13.2,13.23,20140814210959,
EURGBP,0.80161,0.80179,20140814210959,
EURAUD,1.43537,1.4356,20140814210959,
USDCHF,0.90648,0.90666,20140814210959,
EURCHF,1.21224,1.21242,20140814210959,
GBPCHF,1.51207,1.51237,20140814210959,
AUDCHF,0.84442,0.84472,20140814210959,
CADCHF,0.83176,0.83236,20140814210959,
USDHKD,7.75097,7.75127,20140814210959,
USDJPY,102.425,102.429,20140814211105,
EURJPY,136.973,136.983,20140814211105,
AUDJPY,95.411,95.42,20140814211105,
GBPJPY,170.839,170.857,20140814211105,
NZDJPY,87.06,87.078,20140814211105,
CADJPY,94.005,94.029,20140814211105,
CHFJPY,112.973,112.997,20140814211105,
ZARJPY,9.679,9.698,20140814211105,
CNHJPY,16.635,16.665,20140814211105,
EURUSD,1.33724,1.33732,20140814211105,
GBPUSD,1.66788,1.66813,20140814211105,
AUDUSD,0.93147,0.93165,20140814211105,
NZDUSD,0.84977,0.85007,20140814211105,
HKDJPY,13.199,13.229,20140814211105,
EURGBP,0.80162,0.8018,20140814211105,
EURAUD,1.43539,1.43562,20140814211105,
USDCHF,0.90646,0.90664,20140814211105,
EURCHF,1.21222,1.2124,20140814211105,
GBPCHF,1.512,1.5123,20140814211105,
AUDCHF,0.84437,0.84467,20140814211105,
CADCHF,0.83182,0.83242,20140814211105,
USDHKD,7.75097,7.75127,20140814211105,
USDJPY,102.428,102.432,20140814211211,
EURJPY,136.979,136.989,20140814211211,
AUDJPY,95.414,95.423,20140814211211,
GBPJPY,170.841,170.859,20140814211211,
NZDJPY,87.063,87.081,20140814211211,
CADJPY,94.007,94.031,20140814211211,
CHFJPY,112.978,113.002,20140814211211,
ZARJPY,9.68,9.699,20140814211211,
CNHJPY,16.636,16.666,20140814211211,
EURUSD,1.33723,1.33731,20140814211211,
GBPUSD,1.66786,1.66811,20140814211211,
AUDUSD,0.93147,0.93165,20140814211211,
NZDUSD,0.84978,0.85008,20140814211211,
HKDJPY,13.2,13.23,20140814211211,
EURGBP,0.80164,0.80182,20140814211211,
EURAUD,1.43539,1.43562,20140814211211,
USDCHF,0.90645,0.90663,20140814211211,
EURCHF,1.21222,1.2124,20140814211211,
GBPCHF,1.51197,1.51227,20140814211211,
AUDCHF,0.84437,0.84467,20140814211211,
CADCHF,0.83182,0.83242,20140814211211,
USDHKD,7.75097,7.75127,20140814211211,
USDJPY,102.425,102.429,20140814211317,
EURJPY,136.985,136.995,20140814211317,
AUDJPY,95.424,95.433,20140814211317,
GBPJPY,170.874,170.892,20140814211317,
NZDJPY,87.068,87.086,20140814211317,
CADJPY,94.018,94.042,20140814211317,
CHFJPY,112.978,113.002,20140814211317,
ZARJPY,9.68,9.699,20140814211317,
CNHJPY,16.635,16.665,20140814211317,
EURUSD,1.33733,1.33741,20140814211317,
GBPUSD,1.66821,1.66846,20140814211317,
AUDUSD,0.93159,0.93177,20140814211317,
NZDUSD,0.84983,0.85013,20140814211317,
HKDJPY,13.199,13.229,20140814211317,
EURGBP,0.80153,0.80171,20140814211317,
EURAUD,1.43532,1.43555,20140814211317,
USDCHF,0.90643,0.90661,20140814211317,
EURCHF,1.21224,1.21242,20140814211317,
GBPCHF,1.51225,1.51255,20140814211317,
AUDCHF,0.84444,0.84474,20140814211317,
CADCHF,0.83189,0.83249,20140814211317,
USDHKD,7.75097,7.75127,20140814211317,
USDJPY,102.428,102.432,20140814211422,
EURJPY,136.987,136.997,20140814211422,
AUDJPY,95.427,95.436,20140814211422,
GBPJPY,170.888,170.906,20140814211422,
NZDJPY,87.081,87.099,20140814211422,
CADJPY,94.029,94.053,20140814211422,
CHFJPY,112.988,113.012,20140814211422,
ZARJPY,9.684,9.703,20140814211422,
CNHJPY,16.636,16.666,20140814211422,
EURUSD,1.33733,1.33741,20140814211422,
GBPUSD,1.66827,1.66852,20140814211422,
AUDUSD,0.93161,0.93179,20140814211422,
NZDUSD,0.84994,0.85024,20140814211422,
HKDJPY,13.2,13.23,20140814211422,
EURGBP,0.80152,0.8017,20140814211422,
EURAUD,1.43533,1.43556,20140814211422,
USDCHF,0.90637,0.90655,20140814211422,
EURCHF,1.21221,1.21239,20140814211422,
GBPCHF,1.51223,1.51253,20140814211422,
AUDCHF,0.84442,0.84472,20140814211422,
CADCHF,0.83192,0.83252,20140814211422,
USDHKD,7.75097,7.75127,20140814211422,
USDJPY,102.435,102.439,20140814211528,
EURJPY,136.994,137.004,20140814211528,
AUDJPY,95.43,95.439,20140814211528,
GBPJPY,170.9,170.918,20140814211528,
NZDJPY,87.085,87.103,20140814211528,
CADJPY,94.036,94.06,20140814211528,
CHFJPY,112.994,113.018,20140814211528,
ZARJPY,9.683,9.702,20140814211528,
CNHJPY,16.637,16.667,20140814211528,
EURUSD,1.33729,1.33737,20140814211528,
GBPUSD,1.66831,1.66856,20140814211528,
AUDUSD,0.93156,0.93174,20140814211528,
NZDUSD,0.84994,0.85024,20140814211528,
HKDJPY,13.2,13.23,20140814211528,
EURGBP,0.80149,0.80167,20140814211528,
EURAUD,1.43537,1.4356,20140814211528,
USDCHF,0.90638,0.90656,20140814211528,
EURCHF,1.2122,1.21238,20140814211528,
GBPCHF,1.51223,1.51253,20140814211528,
AUDCHF,0.84437,0.84467,20140814211528,
CADCHF,0.83194,0.83254,20140814211528,
USDHKD,7.75097,7.75127,20140814211528,
USDJPY,102.436,102.44,20140814211634,
EURJPY,137,137.01,20140814211634,
AUDJPY,95.425,95.434,20140814211634,
GBPJPY,170.932,170.95,20140814211634,
NZDJPY,87.091,87.109,20140814211634,
CADJPY,94.033,94.057,20140814211634,
CHFJPY,112.996,113.02,20140814211634,
ZARJPY,9.685,9.704,20140814211634,
CNHJPY,16.637,16.667,20140814211634,
EURUSD,1.33731,1.33739,20140814211634,
GBPUSD,1.66856,1.66881,20140814211634,
AUDUSD,0.9315,0.93168,20140814211634,
NZDUSD,0.84996,0.85026,20140814211634,
HKDJPY,13.201,13.231,20140814211634,
EURGBP,0.80138,0.80156,20140814211634,
EURAUD,1.43548,1.43571,20140814211634,
USDCHF,0.90641,0.90659,20140814211634,
EURCHF,1.21224,1.21242,20140814211634,
GBPCHF,1.51252,1.51282,20140814211634,
AUDCHF,0.84434,0.84464,20140814211634,
CADCHF,0.83188,0.83248,20140814211634,
USDHKD,7.75097,7.75127,20140814211634,
USDJPY,102.429,102.433,20140814211739,
EURJPY,136.989,136.999,20140814211739,
AUDJPY,95.43,95.439,20140814211739,
GBPJPY,170.921,170.939,20140814211739,
NZDJPY,87.085,87.103,20140814211739,
CADJPY,94.029,94.053,20140814211739,
CHFJPY,112.986,113.01,20140814211739,
ZARJPY,9.683,9.702,20140814211739,
CNHJPY,16.637,16.667,20140814211739,
EURUSD,1.33735,1.33743,20140814211739,
GBPUSD,1.66858,1.66883,20140814211739,
AUDUSD,0.9316,0.93178,20140814211739,
NZDUSD,0.84997,0.85027,20140814211739,
HKDJPY,13.2,13.23,20140814211739,
EURGBP,0.80136,0.80154,20140814211739,
EURAUD,1.4353,1.43553,20140814211739,
USDCHF,0.9064,0.90658,20140814211739,
EURCHF,1.21224,1.21242,20140814211739,
GBPCHF,1.51251,1.51281,20140814211739,
AUDCHF,0.84444,0.84474,20140814211739,
CADCHF,0.83193,0.83253,20140814211739,
USDHKD,7.75097,7.75127,20140814211739,
USDJPY,102.427,102.431,20140814211845,
EURJPY,136.99,137,20140814211845,
AUDJPY,95.429,95.438,20140814211845,
GBPJPY,170.926,170.944,20140814211845,
NZDJPY,87.087,87.105,20140814211845,
CADJPY,94.018,94.042,20140814211845,
CHFJPY,112.987,113.011,20140814211845,
ZARJPY,9.679,9.698,20140814211845,
CNHJPY,16.636,16.666,20140814211845,
EURUSD,1.33736,1.33744,20140814211845,
GBPUSD,1.66869,1.66894,20140814211845,
AUDUSD,0.93161,0.93179,20140814211845,
NZDUSD,0.85,0.8503,20140814211845,
HKDJPY,13.2,13.23,20140814211845,
EURGBP,0.80134,0.80152,20140814211845,
EURAUD,1.43535,1.43558,20140814211845,
USDCHF,0.90636,0.90654,20140814211845,
EURCHF,1.21221,1.21239,20140814211845,
GBPCHF,1.51255,1.51285,20140814211845,
CADCHF,0.83182,0.83242,20140814211845,
AUDCHF,0.8444,0.8447,20140814211845,
USDHKD,7.75097,7.75127,20140814211845,
USDJPY,102.427,102.431,20140814211951,
EURJPY,136.986,136.996,20140814211951,
AUDJPY,95.427,95.436,20140814211951,
GBPJPY,170.931,170.949,20140814211951,
NZDJPY,87.081,87.099,20140814211951,
CADJPY,94.016,94.04,20140814211951,
CHFJPY,112.983,113.007,20140814211951,
ZARJPY,9.678,9.697,20140814211951,
CNHJPY,16.636,16.666,20140814211951,
EURUSD,1.33736,1.33744,20140814211951,
GBPUSD,1.66874,1.66899,20140814211951,
AUDUSD,0.93161,0.93179,20140814211951,
NZDUSD,0.84996,0.85026,20140814211951,
HKDJPY,13.199,13.229,20140814211951,
EURGBP,0.80129,0.80147,20140814211951,
EURAUD,1.43531,1.43554,20140814211951,
USDCHF,0.90639,0.90657,20140814211951,
EURCHF,1.21224,1.21242,20140814211951,
GBPCHF,1.51265,1.51295,20140814211951,
AUDCHF,0.84443,0.84473,20140814211951,
CADCHF,0.83183,0.83243,20140814211951,
USDHKD,7.75097,7.75127,20140814211951,
USDJPY,102.435,102.439,20140814212057,
EURJPY,136.998,137.008,20140814212057,
AUDJPY,95.435,95.444,20140814212057,
GBPJPY,170.938,170.956,20140814212057,
NZDJPY,87.086,87.104,20140814212057,
CADJPY,94.034,94.058,20140814212057,
CHFJPY,112.993,113.017,20140814212057,
ZARJPY,9.68,9.699,20140814212057,
CNHJPY,16.636,16.666,20140814212057,
EURUSD,1.33734,1.33742,20140814212057,
GBPUSD,1.66869,1.66894,20140814212057,
AUDUSD,0.93161,0.93179,20140814212057,
NZDUSD,0.84993,0.85023,20140814212057,
HKDJPY,13.201,13.231,20140814212057,
EURGBP,0.80133,0.80151,20140814212057,
EURAUD,1.43534,1.43557,20140814212057,
USDCHF,0.90637,0.90655,20140814212057,
EURCHF,1.21223,1.21241,20140814212057,
GBPCHF,1.51258,1.51288,20140814212057,
AUDCHF,0.8444,0.8447,20140814212057,
CADCHF,0.83189,0.83249,20140814212057,
USDHKD,7.75097,7.75127,20140814212057,
USDJPY,102.434,102.438,20140814212204,
EURJPY,136.997,137.007,20140814212204,
AUDJPY,95.433,95.442,20140814212204,
GBPJPY,170.933,170.951,20140814212204,
NZDJPY,87.083,87.101,20140814212204,
CADJPY,94.025,94.049,20140814212204,
CHFJPY,112.991,113.015,20140814212204,
ZARJPY,9.68,9.699,20140814212204,
CNHJPY,16.636,16.666,20140814212204,
EURUSD,1.3374,1.33748,20140814212204,
GBPUSD,1.66867,1.66892,20140814212204,
AUDUSD,0.93162,0.9318,20140814212204,
NZDUSD,0.84993,0.85023,20140814212204,
HKDJPY,13.2,13.23,20140814212204,
EURGBP,0.80136,0.80154,20140814212204,
EURAUD,1.43534,1.43557,20140814212204,
USDCHF,0.90637,0.90655,20140814212204,
EURCHF,1.21224,1.21242,20140814212204,
GBPCHF,1.51253,1.51283,20140814212204,
AUDCHF,0.8444,0.8447,20140814212204,
CADCHF,0.83183,0.83243,20140814212204,
USDHKD,7.75097,7.75127,20140814212204,
USDJPY,102.428,102.432,20140814212310,
EURJPY,136.993,137.003,20140814212310,
AUDJPY,95.432,95.441,20140814212310,
GBPJPY,170.933,170.951,20140814212310,
NZDJPY,87.075,87.093,20140814212310,
CADJPY,94.025,94.049,20140814212310,
CHFJPY,112.988,113.012,20140814212310,
ZARJPY,9.68,9.699,20140814212310,
CNHJPY,16.637,16.667,20140814212310,
EURUSD,1.33737,1.33745,20140814212310,
GBPUSD,1.66875,1.669,20140814212310,
AUDUSD,0.9316,0.93178,20140814212310,
NZDUSD,0.84992,0.85022,20140814212310,
HKDJPY,13.2,13.23,20140814212310,
EURGBP,0.8013,0.80148,20140814212310,
EURAUD,1.43535,1.43558,20140814212310,
USDCHF,0.90637,0.90655,20140814212310,
EURCHF,1.21224,1.21242,20140814212310,
GBPCHF,1.51266,1.51296,20140814212310,
AUDCHF,0.8444,0.8447,20140814212310,
CADCHF,0.83188,0.83248,20140814212310,
USDHKD,7.75097,7.75127,20140814212310,
USDJPY,102.425,102.429,20140814212417,
EURJPY,136.986,136.996,20140814212417,
AUDJPY,95.428,95.437,20140814212417,
GBPJPY,170.92,170.938,20140814212417,
NZDJPY,87.072,87.09,20140814212417,
CADJPY,94.023,94.047,20140814212417,
CHFJPY,112.983,113.007,20140814212417,
ZARJPY,9.68,9.699,20140814212417,
CNHJPY,16.637,16.667,20140814212417,
GBPUSD,1.66866,1.66891,20140814212417,
EURUSD,1.33737,1.33745,20140814212417,
AUDUSD,0.9316,0.93178,20140814212417,
NZDUSD,0.84993,0.85023,20140814212417,
HKDJPY,13.199,13.229,20140814212417,
EURGBP,0.80134,0.80152,20140814212417,
EURAUD,1.43537,1.4356,20140814212417,
USDCHF,0.90638,0.90656,20140814212417,
EURCHF,1.21225,1.21243,20140814212417,
GBPCHF,1.51258,1.51288,20140814212417,
AUDCHF,0.84442,0.84472,20140814212417,
CADCHF,0.83189,0.83249,20140814212417,
USDHKD,7.75097,7.75127,20140814212417,
USDJPY,102.434,102.438,20140814212523,
EURJPY,136.993,137.003,20140814212523,
AUDJPY,95.433,95.442,20140814212523,
GBPJPY,170.927,170.945,20140814212523,
NZDJPY,87.078,87.096,20140814212523,
CADJPY,94.031,94.055,20140814212523,
CHFJPY,112.987,113.011,20140814212523,
ZARJPY,9.679,9.698,20140814212523,
CNHJPY,16.636,16.666,20140814212523,
EURUSD,1.33732,1.3374,20140814212523,
GBPUSD,1.6686,1.66885,20140814212523,
AUDUSD,0.93156,0.93174,20140814212523,
NZDUSD,0.8499,0.8502,20140814212523,
HKDJPY,13.2,13.23,20140814212523,
EURGBP,0.80134,0.80152,20140814212523,
EURAUD,1.43536,1.43559,20140814212523,
USDCHF,0.90642,0.9066,20140814212523,
EURCHF,1.21224,1.21242,20140814212523,
GBPCHF,1.51256,1.51286,20140814212523,
AUDCHF,0.84442,0.84472,20140814212523,
CADCHF,0.83196,0.83256,20140814212523,
USDHKD,7.75097,7.75127,20140814212523,
USDJPY,102.435,102.439,20140814212629,
EURJPY,136.992,137.002,20140814212629,
AUDJPY,95.433,95.442,20140814212629,
GBPJPY,170.922,170.94,20140814212629,
NZDJPY,87.076,87.094,20140814212629,
CADJPY,94.032,94.056,20140814212629,
CHFJPY,112.987,113.011,20140814212629,
ZARJPY,9.681,9.7,20140814212629,
CNHJPY,16.637,16.667,20140814212629,
EURUSD,1.3373,1.33738,20140814212629,
GBPUSD,1.66852,1.66877,20140814212629,
AUDUSD,0.93155,0.93173,20140814212629,
NZDUSD,0.84989,0.85019,20140814212629,
HKDJPY,13.201,13.231,20140814212629,
EURGBP,0.80137,0.80155,20140814212629,
EURAUD,1.43538,1.43561,20140814212629,
USDCHF,0.90645,0.90663,20140814212629,
EURCHF,1.21224,1.21242,20140814212629,
GBPCHF,1.51254,1.51284,20140814212629,
AUDCHF,0.84442,0.84472,20140814212629,
CADCHF,0.83195,0.83255,20140814212629,
USDHKD,7.75097,7.75127,20140814212629,
USDJPY,102.433,102.437,20140814212735,
EURJPY,136.994,137.004,20140814212735,
AUDJPY,95.437,95.446,20140814212735,
